from;to;polyline;weight
Trang;Phitsanulok;LINESTRING(99.3599859433 7.48356217488, 100.518454781 17.0947359704);0.0
Phitsanulok;Trat;LINESTRING(100.518454781 17.0947359704, 102.503195011 12.1382302437);8.0
Phitsanulok;Ubon Ratchathani;LINESTRING(100.518454781 17.0947359704, 104.950118622 15.2036640615);12.0
Phitsanulok;Udon Thani;LINESTRING(100.518454781 17.0947359704, 102.840541098 17.512721051);23.0
Phitsanulok;Uttaradit;LINESTRING(100.518454781 17.0947359704, 100.431418199 17.7260698659);303.0
Phitsanulok;Uthai Thani;LINESTRING(100.518454781 17.0947359704, 99.5807809841 15.3329804403);18.0
Yala;Phitsanulok;LINESTRING(101.188657942 6.16406279095, 100.518454781 17.0947359704);0.0
Phitsanulok;Yasothon;LINESTRING(100.518454781 17.0947359704, 104.371511185 15.8497001429);3.0
Phang Nga;Phang Nga;LINESTRING(98.1018967416 8.69774345234, 98.1018967416 8.69774345234);0.0
Phang Nga;Phetchabun;LINESTRING(98.1018967416 8.69774345234, 101.242596454 16.3926965851);15.0
Phrae;Phang Nga;LINESTRING(100.012937431 18.2139119856, 98.1018967416 8.69774345234);0.0
Phang Nga;Prachinburi;LINESTRING(98.1018967416 8.69774345234, 101.618777543 14.0445407759);6.0
Phang Nga;Pathum Thani;LINESTRING(98.1018967416 8.69774345234, 100.56915304 14.0830923585);16.0
Phang Nga;Pattani;LINESTRING(98.1018967416 8.69774345234, 101.347821677 6.73989916225);3.0
Phang Nga;Phayao;LINESTRING(98.1018967416 8.69774345234, 100.225624368 19.2180780435);2.0
Phang Nga;Ratchaburi;LINESTRING(98.1018967416 8.69774345234, 99.5857449774 13.5495309307);10.0
Roi Et;Phang Nga;LINESTRING(103.828448191 15.9385220182, 98.1018967416 8.69774345234);0.0
Phang Nga;Ranong;LINESTRING(98.1018967416 8.69774345234, 98.563678981 9.92248571424);13.0
Phang Nga;Rayong;LINESTRING(98.1018967416 8.69774345234, 101.343222133 12.8409659694);1.0
Sing Buri;Phang Nga;LINESTRING(100.320977667 14.8716158255, 98.1018967416 8.69774345234);0.0
Phang Nga;Songkhla;LINESTRING(98.1018967416 8.69774345234, 100.548759187 6.94884143693);32.0
Phang Nga;Samut Songkhram;LINESTRING(98.1018967416 8.69774345234, 99.9367402385 13.3593198916);7.0
Phang Nga;Samut Sakhon;LINESTRING(98.1018967416 8.69774345234, 100.177263278 13.5962888145);5.0
Sa Kaeo;Phang Nga;LINESTRING(102.332311439 13.6777234283, 98.1018967416 8.69774345234);0.0
Phang Nga;Surat Thani;LINESTRING(98.1018967416 8.69774345234, 99.099159387 9.13381321812);79.0
Sakon Nakhon;Phang Nga;LINESTRING(103.822703129 17.5131235152, 98.1018967416 8.69774345234);0.0
Phang Nga;Suphan Buri;LINESTRING(98.1018967416 8.69774345234, 99.8038953973 14.648468015);1.0
Phang Nga;Samut Prakan;LINESTRING(98.1018967416 8.69774345234, 100.622262423 13.5941395905);19.0
Phang Nga;Saraburi;LINESTRING(98.1018967416 8.69774345234, 101.026016661 14.6689938567);3.0
Phang Nga;Surin;LINESTRING(98.1018967416 8.69774345234, 103.655766949 14.9277736873);1.0
Phang Nga;Sisaket;LINESTRING(98.1018967416 8.69774345234, 104.40982653 14.9516411754);2.0
Phang Nga;Sukhothai;LINESTRING(98.1018967416 8.69774345234, 99.7963503647 17.3641392291);1.0
Phang Nga;Satun;LINESTRING(98.1018967416 8.69774345234, 99.5703559981 6.7318170405);12.0
Phang Nga;Tak;LINESTRING(98.1018967416 8.69774345234, 98.6551659992 16.6465147647);1.0
Phang Nga;Trang;LINESTRING(98.1018967416 8.69774345234, 99.3599859433 7.48356217488);19.0
Phang Nga;Trat;LINESTRING(98.1018967416 8.69774345234, 102.503195011 12.1382302437);1.0
Phang Nga;Ubon Ratchathani;LINESTRING(98.1018967416 8.69774345234, 104.950118622 15.2036640615);1.0
Phang Nga;Udon Thani;LINESTRING(98.1018967416 8.69774345234, 102.840541098 17.512721051);3.0
Uttaradit;Phang Nga;LINESTRING(100.431418199 17.7260698659, 98.1018967416 8.69774345234);0.0
Phang Nga;Uthai Thani;LINESTRING(98.1018967416 8.69774345234, 99.5807809841 15.3329804403);1.0
Phang Nga;Yala;LINESTRING(98.1018967416 8.69774345234, 101.188657942 6.16406279095);1.0
Yasothon;Phang Nga;LINESTRING(104.371511185 15.8497001429, 98.1018967416 8.69774345234);0.0
Phetchabun;Phetchabun;LINESTRING(101.242596454 16.3926965851, 101.242596454 16.3926965851);0.0
Phetchabun;Phrae;LINESTRING(101.242596454 16.3926965851, 100.012937431 18.2139119856);22.0
Phetchabun;Prachinburi;LINESTRING(101.242596454 16.3926965851, 101.618777543 14.0445407759);12.0
Phetchabun;Pathum Thani;LINESTRING(101.242596454 16.3926965851, 100.56915304 14.0830923585);113.0
Pattani;Phetchabun;LINESTRING(101.347821677 6.73989916225, 101.242596454 16.3926965851);0.0
Phetchabun;Phayao;LINESTRING(101.242596454 16.3926965851, 100.225624368 19.2180780435);17.0
Phetchabun;Ratchaburi;LINESTRING(101.242596454 16.3926965851, 99.5857449774 13.5495309307);20.0
Phetchabun;Roi Et;LINESTRING(101.242596454 16.3926965851, 103.828448191 15.9385220182);9.0
Phetchabun;Ranong;LINESTRING(101.242596454 16.3926965851, 98.563678981 9.92248571424);2.0
Phetchabun;Rayong;LINESTRING(101.242596454 16.3926965851, 101.343222133 12.8409659694);23.0
Phetchabun;Sing Buri;LINESTRING(101.242596454 16.3926965851, 100.320977667 14.8716158255);8.0
Phetchabun;Songkhla;LINESTRING(101.242596454 16.3926965851, 100.548759187 6.94884143693);17.0
Phetchabun;Samut Songkhram;LINESTRING(101.242596454 16.3926965851, 99.9367402385 13.3593198916);7.0
Phetchabun;Samut Sakhon;LINESTRING(101.242596454 16.3926965851, 100.177263278 13.5962888145);9.0
Phetchabun;Sa Kaeo;LINESTRING(101.242596454 16.3926965851, 102.332311439 13.6777234283);12.0
Phetchabun;Surat Thani;LINESTRING(101.242596454 16.3926965851, 99.099159387 9.13381321812);33.0
Phetchabun;Sakon Nakhon;LINESTRING(101.242596454 16.3926965851, 103.822703129 17.5131235152);4.0
Phetchabun;Suphan Buri;LINESTRING(101.242596454 16.3926965851, 99.8038953973 14.648468015);17.0
Phetchabun;Samut Prakan;LINESTRING(101.242596454 16.3926965851, 100.622262423 13.5941395905);76.0
Phetchabun;Saraburi;LINESTRING(101.242596454 16.3926965851, 101.026016661 14.6689938567);63.0
Phetchabun;Surin;LINESTRING(101.242596454 16.3926965851, 103.655766949 14.9277736873);5.0
Phetchabun;Sisaket;LINESTRING(101.242596454 16.3926965851, 104.40982653 14.9516411754);5.0
Phetchabun;Sukhothai;LINESTRING(101.242596454 16.3926965851, 99.7963503647 17.3641392291);25.0
Phetchabun;Satun;LINESTRING(101.242596454 16.3926965851, 99.5703559981 6.7318170405);7.0
Phetchabun;Tak;LINESTRING(101.242596454 16.3926965851, 98.6551659992 16.6465147647);8.0
Phetchabun;Trang;LINESTRING(101.242596454 16.3926965851, 99.3599859433 7.48356217488);6.0
Phetchabun;Trat;LINESTRING(101.242596454 16.3926965851, 102.503195011 12.1382302437);15.0
Phetchabun;Ubon Ratchathani;LINESTRING(101.242596454 16.3926965851, 104.950118622 15.2036640615);14.0
Phetchabun;Udon Thani;LINESTRING(101.242596454 16.3926965851, 102.840541098 17.512721051);42.0
Phetchabun;Uttaradit;LINESTRING(101.242596454 16.3926965851, 100.431418199 17.7260698659);29.0
Phetchabun;Uthai Thani;LINESTRING(101.242596454 16.3926965851, 99.5807809841 15.3329804403);5.0
Yala;Phetchabun;LINESTRING(101.188657942 6.16406279095, 101.242596454 16.3926965851);0.0
Phetchabun;Yasothon;LINESTRING(101.242596454 16.3926965851, 104.371511185 15.8497001429);4.0
Phrae;Phrae;LINESTRING(100.012937431 18.2139119856, 100.012937431 18.2139119856);0.0
Prachinburi;Phrae;LINESTRING(101.618777543 14.0445407759, 100.012937431 18.2139119856);0.0
Phrae;Pathum Thani;LINESTRING(100.012937431 18.2139119856, 100.56915304 14.0830923585);46.0
Pattani;Phrae;LINESTRING(101.347821677 6.73989916225, 100.012937431 18.2139119856);0.0
Phrae;Phayao;LINESTRING(100.012937431 18.2139119856, 100.225624368 19.2180780435);137.0
Phrae;Ratchaburi;LINESTRING(100.012937431 18.2139119856, 99.5857449774 13.5495309307);3.0
Phrae;Roi Et;LINESTRING(100.012937431 18.2139119856, 103.828448191 15.9385220182);3.0
Ranong;Phrae;LINESTRING(98.563678981 9.92248571424, 100.012937431 18.2139119856);0.0
Phrae;Rayong;LINESTRING(100.012937431 18.2139119856, 101.343222133 12.8409659694);6.0
Phrae;Sing Buri;LINESTRING(100.012937431 18.2139119856, 100.320977667 14.8716158255);9.0
Songkhla;Phrae;LINESTRING(100.548759187 6.94884143693, 100.012937431 18.2139119856);0.0
Phrae;Samut Songkhram;LINESTRING(100.012937431 18.2139119856, 99.9367402385 13.3593198916);1.0
Phrae;Samut Sakhon;LINESTRING(100.012937431 18.2139119856, 100.177263278 13.5962888145);3.0
Phrae;Sa Kaeo;LINESTRING(100.012937431 18.2139119856, 102.332311439 13.6777234283);2.0
Phrae;Surat Thani;LINESTRING(100.012937431 18.2139119856, 99.099159387 9.13381321812);1.0
Sakon Nakhon;Phrae;LINESTRING(103.822703129 17.5131235152, 100.012937431 18.2139119856);0.0
Phrae;Suphan Buri;LINESTRING(100.012937431 18.2139119856, 99.8038953973 14.648468015);3.0
Phrae;Samut Prakan;LINESTRING(100.012937431 18.2139119856, 100.622262423 13.5941395905);17.0
Phrae;Saraburi;LINESTRING(100.012937431 18.2139119856, 101.026016661 14.6689938567);1.0
Phrae;Surin;LINESTRING(100.012937431 18.2139119856, 103.655766949 14.9277736873);2.0
Phrae;Sisaket;LINESTRING(100.012937431 18.2139119856, 104.40982653 14.9516411754);1.0
Phrae;Sukhothai;LINESTRING(100.012937431 18.2139119856, 99.7963503647 17.3641392291);32.0
Satun;Phrae;LINESTRING(99.5703559981 6.7318170405, 100.012937431 18.2139119856);0.0
Phrae;Tak;LINESTRING(100.012937431 18.2139119856, 98.6551659992 16.6465147647);16.0
Phrae;Trang;LINESTRING(100.012937431 18.2139119856, 99.3599859433 7.48356217488);1.0
Phrae;Trat;LINESTRING(100.012937431 18.2139119856, 102.503195011 12.1382302437);2.0
Phrae;Ubon Ratchathani;LINESTRING(100.012937431 18.2139119856, 104.950118622 15.2036640615);1.0
Phrae;Udon Thani;LINESTRING(100.012937431 18.2139119856, 102.840541098 17.512721051);2.0
Phrae;Uttaradit;LINESTRING(100.012937431 18.2139119856, 100.431418199 17.7260698659);224.0
Phrae;Uthai Thani;LINESTRING(100.012937431 18.2139119856, 99.5807809841 15.3329804403);1.0
Yala;Phrae;LINESTRING(101.188657942 6.16406279095, 100.012937431 18.2139119856);0.0
Yasothon;Phrae;LINESTRING(104.371511185 15.8497001429, 100.012937431 18.2139119856);0.0
Prachinburi;Prachinburi;LINESTRING(101.618777543 14.0445407759, 101.618777543 14.0445407759);0.0
Prachinburi;Pathum Thani;LINESTRING(101.618777543 14.0445407759, 100.56915304 14.0830923585);132.0
Pattani;Prachinburi;LINESTRING(101.347821677 6.73989916225, 101.618777543 14.0445407759);0.0
Prachinburi;Phayao;LINESTRING(101.618777543 14.0445407759, 100.225624368 19.2180780435);1.0
Prachinburi;Ratchaburi;LINESTRING(101.618777543 14.0445407759, 99.5857449774 13.5495309307);9.0
Prachinburi;Roi Et;LINESTRING(101.618777543 14.0445407759, 103.828448191 15.9385220182);4.0
Ranong;Prachinburi;LINESTRING(98.563678981 9.92248571424, 101.618777543 14.0445407759);0.0
Prachinburi;Rayong;LINESTRING(101.618777543 14.0445407759, 101.343222133 12.8409659694);77.0
Prachinburi;Sing Buri;LINESTRING(101.618777543 14.0445407759, 100.320977667 14.8716158255);3.0
Prachinburi;Songkhla;LINESTRING(101.618777543 14.0445407759, 100.548759187 6.94884143693);3.0
Prachinburi;Samut Songkhram;LINESTRING(101.618777543 14.0445407759, 99.9367402385 13.3593198916);5.0
Prachinburi;Samut Sakhon;LINESTRING(101.618777543 14.0445407759, 100.177263278 13.5962888145);11.0
Prachinburi;Sa Kaeo;LINESTRING(101.618777543 14.0445407759, 102.332311439 13.6777234283);112.0
Prachinburi;Surat Thani;LINESTRING(101.618777543 14.0445407759, 99.099159387 9.13381321812);5.0
Prachinburi;Sakon Nakhon;LINESTRING(101.618777543 14.0445407759, 103.822703129 17.5131235152);3.0
Prachinburi;Suphan Buri;LINESTRING(101.618777543 14.0445407759, 99.8038953973 14.648468015);5.0
Prachinburi;Samut Prakan;LINESTRING(101.618777543 14.0445407759, 100.622262423 13.5941395905);79.0
Prachinburi;Saraburi;LINESTRING(101.618777543 14.0445407759, 101.026016661 14.6689938567);32.0
Prachinburi;Surin;LINESTRING(101.618777543 14.0445407759, 103.655766949 14.9277736873);6.0
Prachinburi;Sisaket;LINESTRING(101.618777543 14.0445407759, 104.40982653 14.9516411754);3.0
Sukhothai;Prachinburi;LINESTRING(99.7963503647 17.3641392291, 101.618777543 14.0445407759);0.0
Satun;Prachinburi;LINESTRING(99.5703559981 6.7318170405, 101.618777543 14.0445407759);0.0
Prachinburi;Tak;LINESTRING(101.618777543 14.0445407759, 98.6551659992 16.6465147647);1.0
Trang;Prachinburi;LINESTRING(99.3599859433 7.48356217488, 101.618777543 14.0445407759);0.0
Prachinburi;Trat;LINESTRING(101.618777543 14.0445407759, 102.503195011 12.1382302437);7.0
Prachinburi;Ubon Ratchathani;LINESTRING(101.618777543 14.0445407759, 104.950118622 15.2036640615);12.0
Prachinburi;Udon Thani;LINESTRING(101.618777543 14.0445407759, 102.840541098 17.512721051);6.0
Uttaradit;Prachinburi;LINESTRING(100.431418199 17.7260698659, 101.618777543 14.0445407759);0.0
Prachinburi;Uthai Thani;LINESTRING(101.618777543 14.0445407759, 99.5807809841 15.3329804403);3.0
Yala;Prachinburi;LINESTRING(101.188657942 6.16406279095, 101.618777543 14.0445407759);0.0
Yasothon;Prachinburi;LINESTRING(104.371511185 15.8497001429, 101.618777543 14.0445407759);0.0
Pathum Thani;Pathum Thani;LINESTRING(100.56915304 14.0830923585, 100.56915304 14.0830923585);0.0
Pathum Thani;Pattani;LINESTRING(100.56915304 14.0830923585, 101.347821677 6.73989916225);4.0
Pathum Thani;Phayao;LINESTRING(100.56915304 14.0830923585, 100.225624368 19.2180780435);25.0
Pathum Thani;Ratchaburi;LINESTRING(100.56915304 14.0830923585, 99.5857449774 13.5495309307);274.0
Pathum Thani;Roi Et;LINESTRING(100.56915304 14.0830923585, 103.828448191 15.9385220182);27.0
Pathum Thani;Ranong;LINESTRING(100.56915304 14.0830923585, 98.563678981 9.92248571424);11.0
Pathum Thani;Rayong;LINESTRING(100.56915304 14.0830923585, 101.343222133 12.8409659694);366.0
Pathum Thani;Sing Buri;LINESTRING(100.56915304 14.0830923585, 100.320977667 14.8716158255);142.0
Pathum Thani;Songkhla;LINESTRING(100.56915304 14.0830923585, 100.548759187 6.94884143693);43.0
Pathum Thani;Samut Songkhram;LINESTRING(100.56915304 14.0830923585, 99.9367402385 13.3593198916);171.0
Pathum Thani;Samut Sakhon;LINESTRING(100.56915304 14.0830923585, 100.177263278 13.5962888145);219.0
Pathum Thani;Sa Kaeo;LINESTRING(100.56915304 14.0830923585, 102.332311439 13.6777234283);44.0
Pathum Thani;Surat Thani;LINESTRING(100.56915304 14.0830923585, 99.099159387 9.13381321812);39.0
Pathum Thani;Sakon Nakhon;LINESTRING(100.56915304 14.0830923585, 103.822703129 17.5131235152);15.0
Pathum Thani;Suphan Buri;LINESTRING(100.56915304 14.0830923585, 99.8038953973 14.648468015);262.0
Pathum Thani;Samut Prakan;LINESTRING(100.56915304 14.0830923585, 100.622262423 13.5941395905);2117.0
Pathum Thani;Saraburi;LINESTRING(100.56915304 14.0830923585, 101.026016661 14.6689938567);573.0
Pathum Thani;Surin;LINESTRING(100.56915304 14.0830923585, 103.655766949 14.9277736873);37.0
Pathum Thani;Sisaket;LINESTRING(100.56915304 14.0830923585, 104.40982653 14.9516411754);52.0
Pathum Thani;Sukhothai;LINESTRING(100.56915304 14.0830923585, 99.7963503647 17.3641392291);29.0
Pathum Thani;Satun;LINESTRING(100.56915304 14.0830923585, 99.5703559981 6.7318170405);8.0
Pathum Thani;Tak;LINESTRING(100.56915304 14.0830923585, 98.6551659992 16.6465147647);32.0
Pathum Thani;Trang;LINESTRING(100.56915304 14.0830923585, 99.3599859433 7.48356217488);13.0
Pathum Thani;Trat;LINESTRING(100.56915304 14.0830923585, 102.503195011 12.1382302437);51.0
Pathum Thani;Ubon Ratchathani;LINESTRING(100.56915304 14.0830923585, 104.950118622 15.2036640615);113.0
Pathum Thani;Udon Thani;LINESTRING(100.56915304 14.0830923585, 102.840541098 17.512721051);75.0
Pathum Thani;Uttaradit;LINESTRING(100.56915304 14.0830923585, 100.431418199 17.7260698659);23.0
Pathum Thani;Uthai Thani;LINESTRING(100.56915304 14.0830923585, 99.5807809841 15.3329804403);44.0
Pathum Thani;Yala;LINESTRING(100.56915304 14.0830923585, 101.188657942 6.16406279095);2.0
Pathum Thani;Yasothon;LINESTRING(100.56915304 14.0830923585, 104.371511185 15.8497001429);11.0
Pattani;Pattani;LINESTRING(101.347821677 6.73989916225, 101.347821677 6.73989916225);0.0
Pattani;Phayao;LINESTRING(101.347821677 6.73989916225, 100.225624368 19.2180780435);1.0
Pattani;Ratchaburi;LINESTRING(101.347821677 6.73989916225, 99.5857449774 13.5495309307);1.0
Roi Et;Pattani;LINESTRING(103.828448191 15.9385220182, 101.347821677 6.73989916225);0.0
Ranong;Pattani;LINESTRING(98.563678981 9.92248571424, 101.347821677 6.73989916225);0.0
Rayong;Pattani;LINESTRING(101.343222133 12.8409659694, 101.347821677 6.73989916225);0.0
Sing Buri;Pattani;LINESTRING(100.320977667 14.8716158255, 101.347821677 6.73989916225);0.0
Pattani;Songkhla;LINESTRING(101.347821677 6.73989916225, 100.548759187 6.94884143693);264.0
Samut Songkhram;Pattani;LINESTRING(99.9367402385 13.3593198916, 101.347821677 6.73989916225);0.0
Pattani;Samut Sakhon;LINESTRING(101.347821677 6.73989916225, 100.177263278 13.5962888145);1.0
Sa Kaeo;Pattani;LINESTRING(102.332311439 13.6777234283, 101.347821677 6.73989916225);0.0
Pattani;Surat Thani;LINESTRING(101.347821677 6.73989916225, 99.099159387 9.13381321812);6.0
Sakon Nakhon;Pattani;LINESTRING(103.822703129 17.5131235152, 101.347821677 6.73989916225);0.0
Suphan Buri;Pattani;LINESTRING(99.8038953973 14.648468015, 101.347821677 6.73989916225);0.0
Pattani;Samut Prakan;LINESTRING(101.347821677 6.73989916225, 100.622262423 13.5941395905);4.0
Pattani;Saraburi;LINESTRING(101.347821677 6.73989916225, 101.026016661 14.6689938567);1.0
Surin;Pattani;LINESTRING(103.655766949 14.9277736873, 101.347821677 6.73989916225);0.0
Sisaket;Pattani;LINESTRING(104.40982653 14.9516411754, 101.347821677 6.73989916225);0.0
Sukhothai;Pattani;LINESTRING(99.7963503647 17.3641392291, 101.347821677 6.73989916225);0.0
Pattani;Satun;LINESTRING(101.347821677 6.73989916225, 99.5703559981 6.7318170405);10.0
Pattani;Tak;LINESTRING(101.347821677 6.73989916225, 98.6551659992 16.6465147647);1.0
Pattani;Trang;LINESTRING(101.347821677 6.73989916225, 99.3599859433 7.48356217488);9.0
Trat;Pattani;LINESTRING(102.503195011 12.1382302437, 101.347821677 6.73989916225);0.0
Ubon Ratchathani;Pattani;LINESTRING(104.950118622 15.2036640615, 101.347821677 6.73989916225);0.0
Udon Thani;Pattani;LINESTRING(102.840541098 17.512721051, 101.347821677 6.73989916225);0.0
Uttaradit;Pattani;LINESTRING(100.431418199 17.7260698659, 101.347821677 6.73989916225);0.0
Uthai Thani;Pattani;LINESTRING(99.5807809841 15.3329804403, 101.347821677 6.73989916225);0.0
Pattani;Yala;LINESTRING(101.347821677 6.73989916225, 101.188657942 6.16406279095);114.0
Yasothon;Pattani;LINESTRING(104.371511185 15.8497001429, 101.347821677 6.73989916225);0.0
Phayao;Phayao;LINESTRING(100.225624368 19.2180780435, 100.225624368 19.2180780435);0.0
Phayao;Ratchaburi;LINESTRING(100.225624368 19.2180780435, 99.5857449774 13.5495309307);7.0
Phayao;Roi Et;LINESTRING(100.225624368 19.2180780435, 103.828448191 15.9385220182);2.0
Ranong;Phayao;LINESTRING(98.563678981 9.92248571424, 100.225624368 19.2180780435);0.0
Phayao;Rayong;LINESTRING(100.225624368 19.2180780435, 101.343222133 12.8409659694);7.0
Phayao;Sing Buri;LINESTRING(100.225624368 19.2180780435, 100.320977667 14.8716158255);5.0
Phayao;Songkhla;LINESTRING(100.225624368 19.2180780435, 100.548759187 6.94884143693);2.0
Samut Songkhram;Phayao;LINESTRING(99.9367402385 13.3593198916, 100.225624368 19.2180780435);0.0
Phayao;Samut Sakhon;LINESTRING(100.225624368 19.2180780435, 100.177263278 13.5962888145);1.0
Sa Kaeo;Phayao;LINESTRING(102.332311439 13.6777234283, 100.225624368 19.2180780435);0.0
Surat Thani;Phayao;LINESTRING(99.099159387 9.13381321812, 100.225624368 19.2180780435);0.0
Sakon Nakhon;Phayao;LINESTRING(103.822703129 17.5131235152, 100.225624368 19.2180780435);0.0
Phayao;Suphan Buri;LINESTRING(100.225624368 19.2180780435, 99.8038953973 14.648468015);4.0
Phayao;Samut Prakan;LINESTRING(100.225624368 19.2180780435, 100.622262423 13.5941395905);12.0
Phayao;Saraburi;LINESTRING(100.225624368 19.2180780435, 101.026016661 14.6689938567);6.0
Surin;Phayao;LINESTRING(103.655766949 14.9277736873, 100.225624368 19.2180780435);0.0
Sisaket;Phayao;LINESTRING(104.40982653 14.9516411754, 100.225624368 19.2180780435);0.0
Phayao;Sukhothai;LINESTRING(100.225624368 19.2180780435, 99.7963503647 17.3641392291);33.0
Phayao;Satun;LINESTRING(100.225624368 19.2180780435, 99.5703559981 6.7318170405);1.0
Phayao;Tak;LINESTRING(100.225624368 19.2180780435, 98.6551659992 16.6465147647);16.0
Phayao;Trang;LINESTRING(100.225624368 19.2180780435, 99.3599859433 7.48356217488);2.0
Phayao;Trat;LINESTRING(100.225624368 19.2180780435, 102.503195011 12.1382302437);1.0
Phayao;Ubon Ratchathani;LINESTRING(100.225624368 19.2180780435, 104.950118622 15.2036640615);3.0
Phayao;Udon Thani;LINESTRING(100.225624368 19.2180780435, 102.840541098 17.512721051);3.0
Phayao;Uttaradit;LINESTRING(100.225624368 19.2180780435, 100.431418199 17.7260698659);33.0
Phayao;Uthai Thani;LINESTRING(100.225624368 19.2180780435, 99.5807809841 15.3329804403);1.0
Yala;Phayao;LINESTRING(101.188657942 6.16406279095, 100.225624368 19.2180780435);0.0
Yasothon;Phayao;LINESTRING(104.371511185 15.8497001429, 100.225624368 19.2180780435);0.0
Ratchaburi;Ratchaburi;LINESTRING(99.5857449774 13.5495309307, 99.5857449774 13.5495309307);0.0
Ratchaburi;Roi Et;LINESTRING(99.5857449774 13.5495309307, 103.828448191 15.9385220182);2.0
Ratchaburi;Ranong;LINESTRING(99.5857449774 13.5495309307, 98.563678981 9.92248571424);2.0
Ratchaburi;Rayong;LINESTRING(99.5857449774 13.5495309307, 101.343222133 12.8409659694);41.0
Ratchaburi;Sing Buri;LINESTRING(99.5857449774 13.5495309307, 100.320977667 14.8716158255);8.0
Ratchaburi;Songkhla;LINESTRING(99.5857449774 13.5495309307, 100.548759187 6.94884143693);8.0
Ratchaburi;Samut Songkhram;LINESTRING(99.5857449774 13.5495309307, 99.9367402385 13.3593198916);1143.0
Ratchaburi;Samut Sakhon;LINESTRING(99.5857449774 13.5495309307, 100.177263278 13.5962888145);273.0
Ratchaburi;Sa Kaeo;LINESTRING(99.5857449774 13.5495309307, 102.332311439 13.6777234283);1.0
Ratchaburi;Surat Thani;LINESTRING(99.5857449774 13.5495309307, 99.099159387 9.13381321812);16.0
Ratchaburi;Sakon Nakhon;LINESTRING(99.5857449774 13.5495309307, 103.822703129 17.5131235152);3.0
Ratchaburi;Suphan Buri;LINESTRING(99.5857449774 13.5495309307, 99.8038953973 14.648468015);84.0
Ratchaburi;Samut Prakan;LINESTRING(99.5857449774 13.5495309307, 100.622262423 13.5941395905);202.0
Ratchaburi;Saraburi;LINESTRING(99.5857449774 13.5495309307, 101.026016661 14.6689938567);20.0
Ratchaburi;Surin;LINESTRING(99.5857449774 13.5495309307, 103.655766949 14.9277736873);8.0
Ratchaburi;Sisaket;LINESTRING(99.5857449774 13.5495309307, 104.40982653 14.9516411754);5.0
Ratchaburi;Sukhothai;LINESTRING(99.5857449774 13.5495309307, 99.7963503647 17.3641392291);4.0
Ratchaburi;Satun;LINESTRING(99.5857449774 13.5495309307, 99.5703559981 6.7318170405);2.0
Ratchaburi;Tak;LINESTRING(99.5857449774 13.5495309307, 98.6551659992 16.6465147647);7.0
Ratchaburi;Trang;LINESTRING(99.5857449774 13.5495309307, 99.3599859433 7.48356217488);4.0
Ratchaburi;Trat;LINESTRING(99.5857449774 13.5495309307, 102.503195011 12.1382302437);7.0
Ratchaburi;Ubon Ratchathani;LINESTRING(99.5857449774 13.5495309307, 104.950118622 15.2036640615);6.0
Ratchaburi;Udon Thani;LINESTRING(99.5857449774 13.5495309307, 102.840541098 17.512721051);15.0
Uttaradit;Ratchaburi;LINESTRING(100.431418199 17.7260698659, 99.5857449774 13.5495309307);0.0
Ratchaburi;Uthai Thani;LINESTRING(99.5857449774 13.5495309307, 99.5807809841 15.3329804403);4.0
Yala;Ratchaburi;LINESTRING(101.188657942 6.16406279095, 99.5857449774 13.5495309307);0.0
Yasothon;Ratchaburi;LINESTRING(104.371511185 15.8497001429, 99.5857449774 13.5495309307);0.0
Roi Et;Roi Et;LINESTRING(103.828448191 15.9385220182, 103.828448191 15.9385220182);0.0
Ranong;Roi Et;LINESTRING(98.563678981 9.92248571424, 103.828448191 15.9385220182);0.0
Roi Et;Rayong;LINESTRING(103.828448191 15.9385220182, 101.343222133 12.8409659694);14.0
Sing Buri;Roi Et;LINESTRING(100.320977667 14.8716158255, 103.828448191 15.9385220182);0.0
Roi Et;Songkhla;LINESTRING(103.828448191 15.9385220182, 100.548759187 6.94884143693);3.0
Roi Et;Samut Songkhram;LINESTRING(103.828448191 15.9385220182, 99.9367402385 13.3593198916);3.0
Roi Et;Samut Sakhon;LINESTRING(103.828448191 15.9385220182, 100.177263278 13.5962888145);3.0
Roi Et;Sa Kaeo;LINESTRING(103.828448191 15.9385220182, 102.332311439 13.6777234283);12.0
Roi Et;Surat Thani;LINESTRING(103.828448191 15.9385220182, 99.099159387 9.13381321812);1.0
Roi Et;Sakon Nakhon;LINESTRING(103.828448191 15.9385220182, 103.822703129 17.5131235152);15.0
Roi Et;Suphan Buri;LINESTRING(103.828448191 15.9385220182, 99.8038953973 14.648468015);3.0
Roi Et;Samut Prakan;LINESTRING(103.828448191 15.9385220182, 100.622262423 13.5941395905);21.0
Roi Et;Saraburi;LINESTRING(103.828448191 15.9385220182, 101.026016661 14.6689938567);8.0
Roi Et;Surin;LINESTRING(103.828448191 15.9385220182, 103.655766949 14.9277736873);43.0
Roi Et;Sisaket;LINESTRING(103.828448191 15.9385220182, 104.40982653 14.9516411754);34.0
Roi Et;Sukhothai;LINESTRING(103.828448191 15.9385220182, 99.7963503647 17.3641392291);1.0
Satun;Roi Et;LINESTRING(99.5703559981 6.7318170405, 103.828448191 15.9385220182);0.0
Tak;Roi Et;LINESTRING(98.6551659992 16.6465147647, 103.828448191 15.9385220182);0.0
Trang;Roi Et;LINESTRING(99.3599859433 7.48356217488, 103.828448191 15.9385220182);0.0
