from;to;polyline;weight
Lampang;Uthai Thani;LINESTRING(99.5178170737 18.2360860916, 99.5453924199 15.3679825856);0.0
Lampang;Yala;LINESTRING(99.5178170737 18.2360860916, 101.221688429 6.14828307483);2.0
Lampang;Yasothon;LINESTRING(99.5178170737 18.2360860916, 104.410400659 15.8181173078);0.0
Lamphun;Amnat Charoen;LINESTRING(98.9392911934 18.0868285436, 104.739452739 15.9103839643);0.0
Lamphun;Ang Thong;LINESTRING(98.9392911934 18.0868285436, 100.353471697 14.6204191956);0.0
Lamphun;Phra Nakhon Si Ayutthaya;LINESTRING(98.9392911934 18.0868285436, 100.524265612 14.3917545816);3.0
Lamphun;Bangkok;LINESTRING(98.9392911934 18.0868285436, 100.631523202 13.7203931414);58.0
Lamphun;Bueng Kan;LINESTRING(98.9392911934 18.0868285436, 103.716800416 18.1099174483);0.0
Lamphun;Buriram;LINESTRING(98.9392911934 18.0868285436, 102.968096472 14.9633847038);1.0
Lamphun;Chonburi;LINESTRING(98.9392911934 18.0868285436, 101.241576765 13.0487736735);11.0
Lamphun;Chachoengsao;LINESTRING(98.9392911934 18.0868285436, 101.419030609 13.5774729299);2.0
Lamphun;Chiang Mai;LINESTRING(98.9392911934 18.0868285436, 98.8090260466 18.6949245582);1694.0
Lamphun;Chai Nat;LINESTRING(98.9392911934 18.0868285436, 100.036696168 15.1596223071);0.0
Lamphun;Chaiyaphum;LINESTRING(98.9392911934 18.0868285436, 101.888264107 16.0310191135);2.0
Lamphun;Chumphon;LINESTRING(98.9392911934 18.0868285436, 99.0825327206 10.3170952438);0.0
Lamphun;Chiang Rai;LINESTRING(98.9392911934 18.0868285436, 99.9181046538 19.7324384098);37.0
Lamphun;Chanthaburi;LINESTRING(98.9392911934 18.0868285436, 102.110829598 12.8108425642);2.0
Lamphun;Krabi;LINESTRING(98.9392911934 18.0868285436, 99.0096418766 7.93530464171);1.0
Lamphun;Khon Kaen;LINESTRING(98.9392911934 18.0868285436, 102.467091341 16.3601979214);9.0
Lamphun;Kamphaeng Phet;LINESTRING(98.9392911934 18.0868285436, 99.5310912899 16.3858334519);6.0
Lamphun;Kanchanaburi;LINESTRING(98.9392911934 18.0868285436, 99.0310011373 14.6930709783);3.0
Lamphun;Kalasin;LINESTRING(98.9392911934 18.0868285436, 103.668833895 16.6419437368);0.0
Lamphun;Loei Province;LINESTRING(98.9392911934 18.0868285436, 101.493432007 17.4865304276);1.0
Lamphun;Lampang;LINESTRING(98.9392911934 18.0868285436, 99.5028873139 18.3121197955);187.0
Lamphun;Lamphun;LINESTRING(98.9392911934 18.0868285436, 98.9955101259 18.0669476692);0.0
Lamphun;Lopburi Province;LINESTRING(98.9392911934 18.0868285436, 100.91279061 15.1983428634);0.0
Lamphun;Mukdahan;LINESTRING(98.9392911934 18.0868285436, 104.52536682 16.5399707206);1.0
Lamphun;Maha Sarakham;LINESTRING(98.9392911934 18.0868285436, 103.168807401 16.0246261741);1.0
Lamphun;Mae Hong Son;LINESTRING(98.9392911934 18.0868285436, 97.9976963379 18.7255459313);4.0
Lamphun;Nan;LINESTRING(98.9392911934 18.0868285436, 100.846655279 18.8238026323);1.0
Lamphun;Nonthaburi;LINESTRING(98.9392911934 18.0868285436, 100.41502107 13.9645550618);2.0
Lamphun;Nong Bua Lam Phu;LINESTRING(98.9392911934 18.0868285436, 102.332866504 17.2250302587);0.0
Lamphun;Nong Khai;LINESTRING(98.9392911934 18.0868285436, 102.734380415 17.948159045);1.0
Lamphun;Nakhon Ratchasima;LINESTRING(98.9392911934 18.0868285436, 102.096875357 14.9640117158);0.0
Lamphun;Nakhon Phanom;LINESTRING(98.9392911934 18.0868285436, 104.394182963 17.4055094748);0.0
Lamphun;Nakhon Pathom;LINESTRING(98.9392911934 18.0868285436, 100.077784332 13.9133999426);3.0
Lamphun;Nakhon Si Thammarat;LINESTRING(98.9392911934 18.0868285436, 99.7855482953 8.58172325877);2.0
Lamphun;Nakhon Sawan;LINESTRING(98.9392911934 18.0868285436, 99.9598221992 15.6222488032);7.0
Lamphun;Narathiwat;LINESTRING(98.9392911934 18.0868285436, 101.731935286 6.18417848751);0.0
Lamphun;Nakhon Nayok;LINESTRING(98.9392911934 18.0868285436, 101.209031012 14.236825414);1.0
Lamphun;Phetchaburi;LINESTRING(98.9392911934 18.0868285436, 99.6008495417 12.9525452933);0.0
Lamphun;Phichit;LINESTRING(98.9392911934 18.0868285436, 100.391252836 16.2857421333);0.0
Lamphun;Prachuap Khiri Khan;LINESTRING(98.9392911934 18.0868285436, 99.5834170434 11.8004315212);1.0
Lamphun;Phuket;LINESTRING(98.9392911934 18.0868285436, 98.3649123943 7.83944014805);0.0
Lamphun;Phatthalung;LINESTRING(98.9392911934 18.0868285436, 100.080049986 7.49394151891);0.0
Lamphun;Phitsanulok;LINESTRING(98.9392911934 18.0868285436, 100.481753364 17.0317225438);9.0
Lamphun;Phang Nga;LINESTRING(98.9392911934 18.0868285436, 98.1635603331 8.62009579339);0.0
Lamphun;Phetchabun;LINESTRING(98.9392911934 18.0868285436, 101.21354207 16.2488798096);2.0
Lamphun;Phrae;LINESTRING(98.9392911934 18.0868285436, 99.9592168824 18.2599980793);16.0
Lamphun;Prachinburi;LINESTRING(98.9392911934 18.0868285436, 101.62185847 14.0225097824);1.0
Lamphun;Pathum Thani;LINESTRING(98.9392911934 18.0868285436, 100.641810015 14.0961850445);3.0
Lamphun;Pattani;LINESTRING(98.9392911934 18.0868285436, 101.371757998 6.7514836781);0.0
Lamphun;Phayao;LINESTRING(98.9392911934 18.0868285436, 100.155875063 19.2707159874);8.0
Lamphun;Ratchaburi;LINESTRING(98.9392911934 18.0868285436, 99.6163033708 13.555468881);2.0
Lamphun;Roi Et;LINESTRING(98.9392911934 18.0868285436, 103.811856618 15.9390589157);0.0
Lamphun;Ranong;LINESTRING(98.9392911934 18.0868285436, 98.6451537598 10.0467430034);0.0
Lamphun;Rayong;LINESTRING(98.9392911934 18.0868285436, 101.407515377 12.8424417412);0.0
Lamphun;Sing Buri;LINESTRING(98.9392911934 18.0868285436, 100.334808171 14.9189979398);0.0
Lamphun;Songkhla;LINESTRING(98.9392911934 18.0868285436, 100.581375177 7.1139766215);2.0
Lamphun;Samut Songkhram;LINESTRING(98.9392911934 18.0868285436, 99.9656093523 13.3785736422);1.0
Lamphun;Samut Sakhon;LINESTRING(98.9392911934 18.0868285436, 100.223684072 13.5726593856);1.0
Lamphun;Sa Kaeo;LINESTRING(98.9392911934 18.0868285436, 102.407393634 13.7164658559);0.0
Lamphun;Surat Thani;LINESTRING(98.9392911934 18.0868285436, 99.2665140024 9.05257838779);2.0
Lamphun;Sakon Nakhon;LINESTRING(98.9392911934 18.0868285436, 103.843548596 17.4307460922);0.0
Lamphun;Suphan Buri;LINESTRING(98.9392911934 18.0868285436, 99.7811297192 14.5713696695);1.0
Lamphun;Samut Prakan;LINESTRING(98.9392911934 18.0868285436, 100.703595707 13.5986713964);2.0
Lamphun;Saraburi;LINESTRING(98.9392911934 18.0868285436, 101.014713278 14.6589645496);1.0
Lamphun;Surin;LINESTRING(98.9392911934 18.0868285436, 103.590719782 14.9050181448);0.0
Lamphun;Sisaket;LINESTRING(98.9392911934 18.0868285436, 104.405359638 14.9554371622);0.0
Lamphun;Sukhothai;LINESTRING(98.9392911934 18.0868285436, 99.7117887232 17.2522506862);5.0
Lamphun;Satun;LINESTRING(98.9392911934 18.0868285436, 99.6865649143 6.81033585588);1.0
Lamphun;Tak;LINESTRING(98.9392911934 18.0868285436, 98.6056341986 16.5242227967);13.0
Lamphun;Trang;LINESTRING(98.9392911934 18.0868285436, 99.5959127698 7.49267273863);1.0
Lamphun;Trat;LINESTRING(98.9392911934 18.0868285436, 102.579564521 12.1595379843);1.0
Lamphun;Ubon Ratchathani;LINESTRING(98.9392911934 18.0868285436, 105.004600489 15.1535356093);1.0
Lamphun;Udon Thani;LINESTRING(98.9392911934 18.0868285436, 102.842158571 17.4438714944);3.0
Lamphun;Uttaradit;LINESTRING(98.9392911934 18.0868285436, 100.54362506 17.7594847218);7.0
Lamphun;Uthai Thani;LINESTRING(98.9392911934 18.0868285436, 99.5453924199 15.3679825856);3.0
Lamphun;Yala;LINESTRING(98.9392911934 18.0868285436, 101.221688429 6.14828307483);0.0
Lamphun;Yasothon;LINESTRING(98.9392911934 18.0868285436, 104.410400659 15.8181173078);0.0
Lopburi Province;Amnat Charoen;LINESTRING(100.881214192 15.0368578966, 104.739452739 15.9103839643);0.0
Lopburi Province;Ang Thong;LINESTRING(100.881214192 15.0368578966, 100.353471697 14.6204191956);18.0
Lopburi Province;Phra Nakhon Si Ayutthaya;LINESTRING(100.881214192 15.0368578966, 100.524265612 14.3917545816);140.0
Lopburi Province;Bangkok;LINESTRING(100.881214192 15.0368578966, 100.631523202 13.7203931414);643.0
Lopburi Province;Bueng Kan;LINESTRING(100.881214192 15.0368578966, 103.716800416 18.1099174483);0.0
Lopburi Province;Buriram;LINESTRING(100.881214192 15.0368578966, 102.968096472 14.9633847038);3.0
Lopburi Province;Chonburi;LINESTRING(100.881214192 15.0368578966, 101.241576765 13.0487736735);51.0
Lopburi Province;Chachoengsao;LINESTRING(100.881214192 15.0368578966, 101.419030609 13.5774729299);9.0
Lopburi Province;Chiang Mai;LINESTRING(100.881214192 15.0368578966, 98.8090260466 18.6949245582);22.0
Lopburi Province;Chai Nat;LINESTRING(100.881214192 15.0368578966, 100.036696168 15.1596223071);19.0
Lopburi Province;Chaiyaphum;LINESTRING(100.881214192 15.0368578966, 101.888264107 16.0310191135);15.0
Lopburi Province;Chumphon;LINESTRING(100.881214192 15.0368578966, 99.0825327206 10.3170952438);0.0
Lopburi Province;Chiang Rai;LINESTRING(100.881214192 15.0368578966, 99.9181046538 19.7324384098);5.0
Lopburi Province;Chanthaburi;LINESTRING(100.881214192 15.0368578966, 102.110829598 12.8108425642);7.0
Lopburi Province;Krabi;LINESTRING(100.881214192 15.0368578966, 99.0096418766 7.93530464171);5.0
Lopburi Province;Khon Kaen;LINESTRING(100.881214192 15.0368578966, 102.467091341 16.3601979214);8.0
Lopburi Province;Kamphaeng Phet;LINESTRING(100.881214192 15.0368578966, 99.5310912899 16.3858334519);5.0
Lopburi Province;Kanchanaburi;LINESTRING(100.881214192 15.0368578966, 99.0310011373 14.6930709783);13.0
Lopburi Province;Kalasin;LINESTRING(100.881214192 15.0368578966, 103.668833895 16.6419437368);1.0
Lopburi Province;Loei Province;LINESTRING(100.881214192 15.0368578966, 101.493432007 17.4865304276);5.0
Lopburi Province;Lampang;LINESTRING(100.881214192 15.0368578966, 99.5028873139 18.3121197955);3.0
Lopburi Province;Lamphun;LINESTRING(100.881214192 15.0368578966, 98.9955101259 18.0669476692);1.0
Lopburi Province;Lopburi Province;LINESTRING(100.881214192 15.0368578966, 100.91279061 15.1983428634);0.0
Lopburi Province;Mukdahan;LINESTRING(100.881214192 15.0368578966, 104.52536682 16.5399707206);0.0
Lopburi Province;Maha Sarakham;LINESTRING(100.881214192 15.0368578966, 103.168807401 16.0246261741);5.0
Lopburi Province;Mae Hong Son;LINESTRING(100.881214192 15.0368578966, 97.9976963379 18.7255459313);1.0
Lopburi Province;Nan;LINESTRING(100.881214192 15.0368578966, 100.846655279 18.8238026323);1.0
Lopburi Province;Nonthaburi;LINESTRING(100.881214192 15.0368578966, 100.41502107 13.9645550618);77.0
Lopburi Province;Nong Bua Lam Phu;LINESTRING(100.881214192 15.0368578966, 102.332866504 17.2250302587);0.0
Lopburi Province;Nong Khai;LINESTRING(100.881214192 15.0368578966, 102.734380415 17.948159045);1.0
Lopburi Province;Nakhon Ratchasima;LINESTRING(100.881214192 15.0368578966, 102.096875357 14.9640117158);65.0
Lopburi Province;Nakhon Phanom;LINESTRING(100.881214192 15.0368578966, 104.394182963 17.4055094748);1.0
Lopburi Province;Nakhon Pathom;LINESTRING(100.881214192 15.0368578966, 100.077784332 13.9133999426);21.0
Lopburi Province;Nakhon Si Thammarat;LINESTRING(100.881214192 15.0368578966, 99.7855482953 8.58172325877);1.0
Lopburi Province;Nakhon Sawan;LINESTRING(100.881214192 15.0368578966, 99.9598221992 15.6222488032);34.0
Lopburi Province;Narathiwat;LINESTRING(100.881214192 15.0368578966, 101.731935286 6.18417848751);0.0
Lopburi Province;Nakhon Nayok;LINESTRING(100.881214192 15.0368578966, 101.209031012 14.236825414);15.0
Lopburi Province;Phetchaburi;LINESTRING(100.881214192 15.0368578966, 99.6008495417 12.9525452933);15.0
Lopburi Province;Phichit;LINESTRING(100.881214192 15.0368578966, 100.391252836 16.2857421333);11.0
Lopburi Province;Prachuap Khiri Khan;LINESTRING(100.881214192 15.0368578966, 99.5834170434 11.8004315212);7.0
Lopburi Province;Phuket;LINESTRING(100.881214192 15.0368578966, 98.3649123943 7.83944014805);0.0
Lopburi Province;Phatthalung;LINESTRING(100.881214192 15.0368578966, 100.080049986 7.49394151891);0.0
Lopburi Province;Phitsanulok;LINESTRING(100.881214192 15.0368578966, 100.481753364 17.0317225438);10.0
Lopburi Province;Phang Nga;LINESTRING(100.881214192 15.0368578966, 98.1635603331 8.62009579339);0.0
Lopburi Province;Phetchabun;LINESTRING(100.881214192 15.0368578966, 101.21354207 16.2488798096);49.0
Lopburi Province;Phrae;LINESTRING(100.881214192 15.0368578966, 99.9592168824 18.2599980793);1.0
Lopburi Province;Prachinburi;LINESTRING(100.881214192 15.0368578966, 101.62185847 14.0225097824);1.0
Lopburi Province;Pathum Thani;LINESTRING(100.881214192 15.0368578966, 100.641810015 14.0961850445);122.0
Lopburi Province;Pattani;LINESTRING(100.881214192 15.0368578966, 101.371757998 6.7514836781);0.0
Lopburi Province;Phayao;LINESTRING(100.881214192 15.0368578966, 100.155875063 19.2707159874);1.0
Lopburi Province;Ratchaburi;LINESTRING(100.881214192 15.0368578966, 99.6163033708 13.555468881);5.0
Lopburi Province;Roi Et;LINESTRING(100.881214192 15.0368578966, 103.811856618 15.9390589157);2.0
Lopburi Province;Ranong;LINESTRING(100.881214192 15.0368578966, 98.6451537598 10.0467430034);0.0
Lopburi Province;Rayong;LINESTRING(100.881214192 15.0368578966, 101.407515377 12.8424417412);6.0
Lopburi Province;Sing Buri;LINESTRING(100.881214192 15.0368578966, 100.334808171 14.9189979398);77.0
Lopburi Province;Songkhla;LINESTRING(100.881214192 15.0368578966, 100.581375177 7.1139766215);2.0
Lopburi Province;Samut Songkhram;LINESTRING(100.881214192 15.0368578966, 99.9656093523 13.3785736422);6.0
Lopburi Province;Samut Sakhon;LINESTRING(100.881214192 15.0368578966, 100.223684072 13.5726593856);5.0
Lopburi Province;Sa Kaeo;LINESTRING(100.881214192 15.0368578966, 102.407393634 13.7164658559);3.0
Lopburi Province;Surat Thani;LINESTRING(100.881214192 15.0368578966, 99.2665140024 9.05257838779);4.0
Lopburi Province;Sakon Nakhon;LINESTRING(100.881214192 15.0368578966, 103.843548596 17.4307460922);0.0
Lopburi Province;Suphan Buri;LINESTRING(100.881214192 15.0368578966, 99.7811297192 14.5713696695);18.0
Lopburi Province;Samut Prakan;LINESTRING(100.881214192 15.0368578966, 100.703595707 13.5986713964);50.0
Lopburi Province;Saraburi;LINESTRING(100.881214192 15.0368578966, 101.014713278 14.6589645496);200.0
Lopburi Province;Surin;LINESTRING(100.881214192 15.0368578966, 103.590719782 14.9050181448);0.0
Lopburi Province;Sisaket;LINESTRING(100.881214192 15.0368578966, 104.405359638 14.9554371622);2.0
Lopburi Province;Sukhothai;LINESTRING(100.881214192 15.0368578966, 99.7117887232 17.2522506862);9.0
Lopburi Province;Satun;LINESTRING(100.881214192 15.0368578966, 99.6865649143 6.81033585588);0.0
Lopburi Province;Tak;LINESTRING(100.881214192 15.0368578966, 98.6056341986 16.5242227967);3.0
Lopburi Province;Trang;LINESTRING(100.881214192 15.0368578966, 99.5959127698 7.49267273863);0.0
Lopburi Province;Trat;LINESTRING(100.881214192 15.0368578966, 102.579564521 12.1595379843);4.0
Lopburi Province;Ubon Ratchathani;LINESTRING(100.881214192 15.0368578966, 105.004600489 15.1535356093);3.0
Lopburi Province;Udon Thani;LINESTRING(100.881214192 15.0368578966, 102.842158571 17.4438714944);3.0
Lopburi Province;Uttaradit;LINESTRING(100.881214192 15.0368578966, 100.54362506 17.7594847218);4.0
Lopburi Province;Uthai Thani;LINESTRING(100.881214192 15.0368578966, 99.5453924199 15.3679825856);6.0
Lopburi Province;Yala;LINESTRING(100.881214192 15.0368578966, 101.221688429 6.14828307483);0.0
Lopburi Province;Yasothon;LINESTRING(100.881214192 15.0368578966, 104.410400659 15.8181173078);0.0
Mukdahan;Amnat Charoen;LINESTRING(104.345224088 16.640498569, 104.739452739 15.9103839643);11.0
Mukdahan;Ang Thong;LINESTRING(104.345224088 16.640498569, 100.353471697 14.6204191956);1.0
Mukdahan;Phra Nakhon Si Ayutthaya;LINESTRING(104.345224088 16.640498569, 100.524265612 14.3917545816);2.0
Mukdahan;Bangkok;LINESTRING(104.345224088 16.640498569, 100.631523202 13.7203931414);41.0
Mukdahan;Bueng Kan;LINESTRING(104.345224088 16.640498569, 103.716800416 18.1099174483);0.0
Mukdahan;Buriram;LINESTRING(104.345224088 16.640498569, 102.968096472 14.9633847038);4.0
Mukdahan;Chonburi;LINESTRING(104.345224088 16.640498569, 101.241576765 13.0487736735);8.0
Mukdahan;Chachoengsao;LINESTRING(104.345224088 16.640498569, 101.419030609 13.5774729299);0.0
Mukdahan;Chiang Mai;LINESTRING(104.345224088 16.640498569, 98.8090260466 18.6949245582);5.0
Mukdahan;Chai Nat;LINESTRING(104.345224088 16.640498569, 100.036696168 15.1596223071);0.0
Mukdahan;Chaiyaphum;LINESTRING(104.345224088 16.640498569, 101.888264107 16.0310191135);1.0
Mukdahan;Chumphon;LINESTRING(104.345224088 16.640498569, 99.0825327206 10.3170952438);0.0
Mukdahan;Chiang Rai;LINESTRING(104.345224088 16.640498569, 99.9181046538 19.7324384098);0.0
Mukdahan;Chanthaburi;LINESTRING(104.345224088 16.640498569, 102.110829598 12.8108425642);1.0
Mukdahan;Krabi;LINESTRING(104.345224088 16.640498569, 99.0096418766 7.93530464171);0.0
Mukdahan;Khon Kaen;LINESTRING(104.345224088 16.640498569, 102.467091341 16.3601979214);41.0
Mukdahan;Kamphaeng Phet;LINESTRING(104.345224088 16.640498569, 99.5310912899 16.3858334519);1.0
Mukdahan;Kanchanaburi;LINESTRING(104.345224088 16.640498569, 99.0310011373 14.6930709783);4.0
Mukdahan;Kalasin;LINESTRING(104.345224088 16.640498569, 103.668833895 16.6419437368);19.0
Mukdahan;Loei Province;LINESTRING(104.345224088 16.640498569, 101.493432007 17.4865304276);4.0
Mukdahan;Lampang;LINESTRING(104.345224088 16.640498569, 99.5028873139 18.3121197955);0.0
Mukdahan;Lamphun;LINESTRING(104.345224088 16.640498569, 98.9955101259 18.0669476692);0.0
Mukdahan;Lopburi Province;LINESTRING(104.345224088 16.640498569, 100.91279061 15.1983428634);1.0
Mukdahan;Mukdahan;LINESTRING(104.345224088 16.640498569, 104.52536682 16.5399707206);0.0
Mukdahan;Maha Sarakham;LINESTRING(104.345224088 16.640498569, 103.168807401 16.0246261741);33.0
Mukdahan;Mae Hong Son;LINESTRING(104.345224088 16.640498569, 97.9976963379 18.7255459313);1.0
Mukdahan;Nan;LINESTRING(104.345224088 16.640498569, 100.846655279 18.8238026323);0.0
Mukdahan;Nonthaburi;LINESTRING(104.345224088 16.640498569, 100.41502107 13.9645550618);4.0
Mukdahan;Nong Bua Lam Phu;LINESTRING(104.345224088 16.640498569, 102.332866504 17.2250302587);0.0
Mukdahan;Nong Khai;LINESTRING(104.345224088 16.640498569, 102.734380415 17.948159045);4.0
Mukdahan;Nakhon Ratchasima;LINESTRING(104.345224088 16.640498569, 102.096875357 14.9640117158);12.0
Mukdahan;Nakhon Phanom;LINESTRING(104.345224088 16.640498569, 104.394182963 17.4055094748);63.0
Mukdahan;Nakhon Pathom;LINESTRING(104.345224088 16.640498569, 100.077784332 13.9133999426);2.0
Mukdahan;Nakhon Si Thammarat;LINESTRING(104.345224088 16.640498569, 99.7855482953 8.58172325877);0.0
Mukdahan;Nakhon Sawan;LINESTRING(104.345224088 16.640498569, 99.9598221992 15.6222488032);0.0
Mukdahan;Narathiwat;LINESTRING(104.345224088 16.640498569, 101.731935286 6.18417848751);0.0
Mukdahan;Nakhon Nayok;LINESTRING(104.345224088 16.640498569, 101.209031012 14.236825414);0.0
Mukdahan;Phetchaburi;LINESTRING(104.345224088 16.640498569, 99.6008495417 12.9525452933);2.0
Mukdahan;Phichit;LINESTRING(104.345224088 16.640498569, 100.391252836 16.2857421333);0.0
Mukdahan;Prachuap Khiri Khan;LINESTRING(104.345224088 16.640498569, 99.5834170434 11.8004315212);0.0
Mukdahan;Phuket;LINESTRING(104.345224088 16.640498569, 98.3649123943 7.83944014805);0.0
Mukdahan;Phatthalung;LINESTRING(104.345224088 16.640498569, 100.080049986 7.49394151891);0.0
Mukdahan;Phitsanulok;LINESTRING(104.345224088 16.640498569, 100.481753364 17.0317225438);1.0
Mukdahan;Phang Nga;LINESTRING(104.345224088 16.640498569, 98.1635603331 8.62009579339);0.0
Mukdahan;Phetchabun;LINESTRING(104.345224088 16.640498569, 101.21354207 16.2488798096);2.0
Mukdahan;Phrae;LINESTRING(104.345224088 16.640498569, 99.9592168824 18.2599980793);0.0
Mukdahan;Prachinburi;LINESTRING(104.345224088 16.640498569, 101.62185847 14.0225097824);0.0
Mukdahan;Pathum Thani;LINESTRING(104.345224088 16.640498569, 100.641810015 14.0961850445);2.0
Mukdahan;Pattani;LINESTRING(104.345224088 16.640498569, 101.371757998 6.7514836781);0.0
Mukdahan;Phayao;LINESTRING(104.345224088 16.640498569, 100.155875063 19.2707159874);0.0
Mukdahan;Ratchaburi;LINESTRING(104.345224088 16.640498569, 99.6163033708 13.555468881);0.0
Mukdahan;Roi Et;LINESTRING(104.345224088 16.640498569, 103.811856618 15.9390589157);16.0
Mukdahan;Ranong;LINESTRING(104.345224088 16.640498569, 98.6451537598 10.0467430034);0.0
Mukdahan;Rayong;LINESTRING(104.345224088 16.640498569, 101.407515377 12.8424417412);2.0
Mukdahan;Sing Buri;LINESTRING(104.345224088 16.640498569, 100.334808171 14.9189979398);0.0
Mukdahan;Songkhla;LINESTRING(104.345224088 16.640498569, 100.581375177 7.1139766215);0.0
Mukdahan;Samut Songkhram;LINESTRING(104.345224088 16.640498569, 99.9656093523 13.3785736422);0.0
Mukdahan;Samut Sakhon;LINESTRING(104.345224088 16.640498569, 100.223684072 13.5726593856);2.0
Mukdahan;Sa Kaeo;LINESTRING(104.345224088 16.640498569, 102.407393634 13.7164658559);0.0
Mukdahan;Surat Thani;LINESTRING(104.345224088 16.640498569, 99.2665140024 9.05257838779);0.0
Mukdahan;Sakon Nakhon;LINESTRING(104.345224088 16.640498569, 103.843548596 17.4307460922);18.0
Mukdahan;Suphan Buri;LINESTRING(104.345224088 16.640498569, 99.7811297192 14.5713696695);0.0
Mukdahan;Samut Prakan;LINESTRING(104.345224088 16.640498569, 100.703595707 13.5986713964);5.0
Mukdahan;Saraburi;LINESTRING(104.345224088 16.640498569, 101.014713278 14.6589645496);0.0
Mukdahan;Surin;LINESTRING(104.345224088 16.640498569, 103.590719782 14.9050181448);1.0
Mukdahan;Sisaket;LINESTRING(104.345224088 16.640498569, 104.405359638 14.9554371622);6.0
Mukdahan;Sukhothai;LINESTRING(104.345224088 16.640498569, 99.7117887232 17.2522506862);0.0
Mukdahan;Satun;LINESTRING(104.345224088 16.640498569, 99.6865649143 6.81033585588);0.0
Mukdahan;Tak;LINESTRING(104.345224088 16.640498569, 98.6056341986 16.5242227967);0.0
Mukdahan;Trang;LINESTRING(104.345224088 16.640498569, 99.5959127698 7.49267273863);0.0
Mukdahan;Trat;LINESTRING(104.345224088 16.640498569, 102.579564521 12.1595379843);2.0
Mukdahan;Ubon Ratchathani;LINESTRING(104.345224088 16.640498569, 105.004600489 15.1535356093);61.0
Mukdahan;Udon Thani;LINESTRING(104.345224088 16.640498569, 102.842158571 17.4438714944);3.0
Mukdahan;Uttaradit;LINESTRING(104.345224088 16.640498569, 100.54362506 17.7594847218);0.0
Mukdahan;Uthai Thani;LINESTRING(104.345224088 16.640498569, 99.5453924199 15.3679825856);0.0
Mukdahan;Yala;LINESTRING(104.345224088 16.640498569, 101.221688429 6.14828307483);0.0
Mukdahan;Yasothon;LINESTRING(104.345224088 16.640498569, 104.410400659 15.8181173078);14.0
Maha Sarakham;Amnat Charoen;LINESTRING(103.205732249 16.1228677976, 104.739452739 15.9103839643);4.0
Maha Sarakham;Ang Thong;LINESTRING(103.205732249 16.1228677976, 100.353471697 14.6204191956);1.0
Maha Sarakham;Phra Nakhon Si Ayutthaya;LINESTRING(103.205732249 16.1228677976, 100.524265612 14.3917545816);20.0
Maha Sarakham;Bangkok;LINESTRING(103.205732249 16.1228677976, 100.631523202 13.7203931414);321.0
Maha Sarakham;Bueng Kan;LINESTRING(103.205732249 16.1228677976, 103.716800416 18.1099174483);2.0
Maha Sarakham;Buriram;LINESTRING(103.205732249 16.1228677976, 102.968096472 14.9633847038);110.0
Maha Sarakham;Chonburi;LINESTRING(103.205732249 16.1228677976, 101.241576765 13.0487736735);55.0
Maha Sarakham;Chachoengsao;LINESTRING(103.205732249 16.1228677976, 101.419030609 13.5774729299);4.0
Maha Sarakham;Chiang Mai;LINESTRING(103.205732249 16.1228677976, 98.8090260466 18.6949245582);26.0
Maha Sarakham;Chai Nat;LINESTRING(103.205732249 16.1228677976, 100.036696168 15.1596223071);0.0
Maha Sarakham;Chaiyaphum;LINESTRING(103.205732249 16.1228677976, 101.888264107 16.0310191135);26.0
Maha Sarakham;Chumphon;LINESTRING(103.205732249 16.1228677976, 99.0825327206 10.3170952438);1.0
Maha Sarakham;Chiang Rai;LINESTRING(103.205732249 16.1228677976, 99.9181046538 19.7324384098);2.0
Maha Sarakham;Chanthaburi;LINESTRING(103.205732249 16.1228677976, 102.110829598 12.8108425642);16.0
Maha Sarakham;Krabi;LINESTRING(103.205732249 16.1228677976, 99.0096418766 7.93530464171);1.0
Maha Sarakham;Khon Kaen;LINESTRING(103.205732249 16.1228677976, 102.467091341 16.3601979214);1598.0
Maha Sarakham;Kamphaeng Phet;LINESTRING(103.205732249 16.1228677976, 99.5310912899 16.3858334519);2.0
Maha Sarakham;Kanchanaburi;LINESTRING(103.205732249 16.1228677976, 99.0310011373 14.6930709783);6.0
Maha Sarakham;Kalasin;LINESTRING(103.205732249 16.1228677976, 103.668833895 16.6419437368);650.0
Maha Sarakham;Loei Province;LINESTRING(103.205732249 16.1228677976, 101.493432007 17.4865304276);37.0
Maha Sarakham;Lampang;LINESTRING(103.205732249 16.1228677976, 99.5028873139 18.3121197955);2.0
Maha Sarakham;Lamphun;LINESTRING(103.205732249 16.1228677976, 98.9955101259 18.0669476692);2.0
Maha Sarakham;Lopburi Province;LINESTRING(103.205732249 16.1228677976, 100.91279061 15.1983428634);6.0
Maha Sarakham;Mukdahan;LINESTRING(103.205732249 16.1228677976, 104.52536682 16.5399707206);34.0
Maha Sarakham;Maha Sarakham;LINESTRING(103.205732249 16.1228677976, 103.168807401 16.0246261741);0.0
Maha Sarakham;Mae Hong Son;LINESTRING(103.205732249 16.1228677976, 97.9976963379 18.7255459313);1.0
Maha Sarakham;Nan;LINESTRING(103.205732249 16.1228677976, 100.846655279 18.8238026323);1.0
Maha Sarakham;Nonthaburi;LINESTRING(103.205732249 16.1228677976, 100.41502107 13.9645550618);17.0
Maha Sarakham;Nong Bua Lam Phu;LINESTRING(103.205732249 16.1228677976, 102.332866504 17.2250302587);14.0
